,Email,Age,Education,Marital-status,Gender,Income
2602,ConnieMorris@gmail.com,52,Some-college,Divorced,Female,<=50k
2603,ElvaPena@gmail.com,51,Assoc-acdm,Widowed,Female,<=50k
2604,JoseMaisonave@gmail.com,41,9th,Married-civ-spouse,Male,<=50k
2605,LyndaHarper@gmail.com,42,HS-grad,Never-married,Female,<=50k
2606,BrianBautista@gmail.com,54,Masters,Married-civ-spouse,Male,>50k
2607,DavidCullinan@gmail.com,31,10th,Married-civ-spouse,Male,<=50k
2608,ElenaCorrales@gmail.com,30,12th,Never-married,Female,<=50k
2609,TimothyCoty@gmail.com,21,Some-college,Never-married,Male,<=50k
2610,MelissaBrinkman@gmail.com,29,Some-college,Separated,Female,<=50k
2611,SaraSeaman@gmail.com,37,HS-grad,Never-married,Female,<=50k
2613,PaulineGoodman@gmail.com,19,Some-college,Never-married,Female,<=50k
2614,WilliamWakefield@gmail.com,33,11th,Never-married,Male,<=50k
2615,ThomasNelson@gmail.com,72,Bachelors,Married-civ-spouse,Male,<=50k
2616,TroySpalding@gmail.com,21,HS-grad,Married-civ-spouse,Male,<=50k
2617,CedrickPennell@gmail.com,23,Some-college,Never-married,Male,<=50k
2618,JamesReeves@gmail.com,45,Some-college,Married-civ-spouse,Male,>50k
2619,JamesMontes@gmail.com,37,HS-grad,Divorced,Male,>50k
2620,JennieRivera@gmail.com,37,Bachelors,Never-married,Female,>50k
2621,JessicaStevenson@gmail.com,36,Some-college,Married-civ-spouse,Female,>50k
2622,MelissaStone@gmail.com,31,Some-college,Never-married,Female,<=50k
2623,GayAdler@gmail.com,63,Assoc-voc,Divorced,Female,<=50k
2624,CliffordCarlton@gmail.com,24,Bachelors,Never-married,Male,<=50k
2625,MarkHoush@gmail.com,29,Bachelors,Married-civ-spouse,Male,>50k
2626,NathanNorton@gmail.com,53,Some-college,Married-civ-spouse,Male,>50k
2627,VitoWagner@gmail.com,40,HS-grad,Never-married,Male,<=50k
2628,AllisonHinesley@gmail.com,40,Masters,Married-civ-spouse,Female,>50k
2630,MiguelShupe@gmail.com,64,Some-college,Married-civ-spouse,Male,<=50k
2631,GeorgePiatt@gmail.com,33,HS-grad,Married-civ-spouse,Male,<=50k
2632,TylerMendes@gmail.com,20,HS-grad,Never-married,Male,<=50k
2633,TracyCook@gmail.com,47,Some-college,Married-civ-spouse,Female,<=50k
2635,VicenteAbrams@gmail.com,32,12th,Married-civ-spouse,Male,>50k
2636,RandyDeshaw@gmail.com,25,HS-grad,Never-married,Male,<=50k
2637,MichealMarshall@gmail.com,26,12th,Never-married,Male,<=50k
2638,JoyceWilson@gmail.com,25,Bachelors,Never-married,Female,<=50k
2639,WesleyRamirez@gmail.com,40,Bachelors,Married-civ-spouse,Male,>50k
2640,EdwinLampl@gmail.com,30,Some-college,Married-civ-spouse,Male,>50k
2641,MichaelGonzales@gmail.com,46,Masters,Divorced,Male,>50k
2643,WallacePrice@gmail.com,35,HS-grad,Married-civ-spouse,Male,<=50k
2644,StevenLowery@gmail.com,30,HS-grad,Married-civ-spouse,Male,<=50k
2645,JamesGardner@gmail.com,58,11th,Married-civ-spouse,Male,<=50k
2646,RoyManley@gmail.com,17,10th,Never-married,Male,<=50k
2647,JamesRenner@gmail.com,42,Bachelors,Divorced,Male,<=50k
2648,RichardSims@gmail.com,31,HS-grad,Married-civ-spouse,Male,<=50k
2649,ReginaJames@gmail.com,46,Bachelors,Divorced,Female,<=50k
2652,DanielGibbon@gmail.com,32,Bachelors,Married-civ-spouse,Male,>50k
2653,JuanBova@gmail.com,62,Bachelors,Married-civ-spouse,Male,<=50k
2654,GeoffreyClark@gmail.com,78,7th-8th,Married-civ-spouse,Male,<=50k
2656,GracielaScott@gmail.com,22,HS-grad,Never-married,Female,<=50k
2657,ChrisMclaren@gmail.com,31,HS-grad,Never-married,Male,<=50k
2658,LindaPerez@gmail.com,32,Masters,Separated,Female,<=50k
2659,JonathanWright@gmail.com,38,HS-grad,Never-married,Male,<=50k
2660,GarfieldBashaw@gmail.com,77,10th,Married-civ-spouse,Male,<=50k
2661,RobertRodrigue@gmail.com,62,7th-8th,Married-civ-spouse,Male,>50k
2662,RaymondPhillips@gmail.com,33,Bachelors,Married-civ-spouse,Male,<=50k
2663,DeanSchwartz@gmail.com,40,Assoc-voc,Married-civ-spouse,Male,<=50k
2664,NathanRyan@gmail.com,65,Bachelors,Married-civ-spouse,Male,>50k
2665,JamesJohnson@gmail.com,31,Bachelors,Married-civ-spouse,Male,<=50k
2667,SusanHawley@gmail.com,32,Masters,Married-civ-spouse,Female,<=50k
2668,JamesDenham@gmail.com,45,11th,Married-civ-spouse,Male,<=50k
2669,RonaldEverett@gmail.com,70,Masters,Married-civ-spouse,Male,>50k
2670,KeithRobinson@gmail.com,38,Doctorate,Married-civ-spouse,Male,>50k
2671,JimmyAlbright@gmail.com,37,HS-grad,Married-civ-spouse,Male,<=50k
2672,MatthewJefferson@gmail.com,30,Assoc-voc,Never-married,Male,<=50k
2673,ArmandoTyler@gmail.com,34,Masters,Married-civ-spouse,Male,>50k
2674,DahliaVazquez@gmail.com,19,Some-college,Never-married,Female,>50k
2675,HermanWinkler@gmail.com,54,HS-grad,Divorced,Male,<=50k
2676,MarcelinoPettiway@gmail.com,32,Some-college,Married-civ-spouse,Male,>50k
2677,RobertRosario@gmail.com,32,HS-grad,Married-civ-spouse,Male,>50k
2678,JuliaBlankenship@gmail.com,24,HS-grad,Never-married,Female,<=50k
2679,JohnWaller@gmail.com,35,HS-grad,Married-civ-spouse,Male,<=50k
2680,MaryFaust@gmail.com,28,HS-grad,Married-civ-spouse,Female,<=50k
2681,MarkMoney@gmail.com,28,HS-grad,Married-civ-spouse,Male,<=50k
2682,RichardJordan@gmail.com,41,Some-college,Married-civ-spouse,Male,<=50k
2683,LeeCofer@gmail.com,38,HS-grad,Divorced,Male,<=50k
2684,BryanSanchez@gmail.com,21,Some-college,Never-married,Male,<=50k
2685,TimmyMahle@gmail.com,31,HS-grad,Divorced,Male,<=50k
2686,CatherineJordan@gmail.com,22,Bachelors,Never-married,Female,<=50k
2687,CatherineJudy@gmail.com,28,Some-college,Divorced,Female,<=50k
2688,BettyStoeger@gmail.com,52,Bachelors,Divorced,Female,>50k
2689,BobRidley@gmail.com,23,Bachelors,Never-married,Male,<=50k
2690,LuisSteck@gmail.com,37,Assoc-acdm,Married-civ-spouse,Male,>50k
2691,AlexanderRossi@gmail.com,23,9th,Married-civ-spouse,Male,<=50k
2692,EffieMatthews@gmail.com,21,HS-grad,Never-married,Female,<=50k
2693,CarolynMoore@gmail.com,57,HS-grad,Divorced,Female,<=50k
2694,MatthewPrater@gmail.com,35,Prof-school,Married-civ-spouse,Male,>50k
2695,TamaraWoo@gmail.com,50,Bachelors,Divorced,Female,<=50k
2697,LindaBunnell@gmail.com,37,Some-college,Married-civ-spouse,Female,<=50k
2698,KennethWilkinson@gmail.com,24,HS-grad,Married-civ-spouse,Male,<=50k
2699,MarylouBeecher@gmail.com,58,Bachelors,Separated,Female,>50k
2700,WilliamSantiago@gmail.com,50,10th,Married-civ-spouse,Male,<=50k
2701,KevinLatson@gmail.com,58,Some-college,Married-civ-spouse,Male,<=50k
2703,KatherineWahba@gmail.com,60,Masters,Married-civ-spouse,Female,<=50k
2704,JamesMontgomery@gmail.com,61,HS-grad,Widowed,Male,<=50k
2705,StuartWalker@gmail.com,37,HS-grad,Married-civ-spouse,Male,<=50k
2706,RobinKing@gmail.com,27,HS-grad,Married-civ-spouse,Male,<=50k
2707,CarolSmith@gmail.com,37,HS-grad,Separated,Female,<=50k
2708,EmmettRichardson@gmail.com,36,Bachelors,Married-civ-spouse,Male,>50k
2709,GeorgeLovecchio@gmail.com,31,7th-8th,Married-civ-spouse,Male,<=50k
2710,BarbaraOberlin@gmail.com,23,Some-college,Never-married,Female,<=50k
2711,GeorgeManylath@gmail.com,44,HS-grad,Married-civ-spouse,Male,>50k
2712,DebraRawling@gmail.com,21,Some-college,Never-married,Female,<=50k
2713,CarrieNelson@gmail.com,57,Assoc-voc,Divorced,Female,<=50k
2714,JohnnyMurray@gmail.com,24,10th,Married-civ-spouse,Male,<=50k
2715,RossJohnston@gmail.com,26,Bachelors,Never-married,Male,<=50k
2716,CurtisHughes@gmail.com,66,HS-grad,Married-civ-spouse,Male,>50k
2717,BrianDouglas@gmail.com,60,Some-college,Married-civ-spouse,Male,<=50k
2718,WilliamGonzales@gmail.com,52,Some-college,Married-civ-spouse,Male,<=50k
2719,GregoryCollins@gmail.com,21,HS-grad,Never-married,Male,<=50k
2720,StevenMunday@gmail.com,32,Bachelors,Married-civ-spouse,Male,>50k
2722,JohnBautista@gmail.com,48,HS-grad,Married-civ-spouse,Male,<=50k
2723,DanitaBeil@gmail.com,63,Some-college,Divorced,Female,<=50k
2724,TerryBarrick@gmail.com,42,Masters,Married-civ-spouse,Male,>50k
2725,KristieMiller@gmail.com,17,HS-grad,Never-married,Female,<=50k
2726,TamelaTurner@gmail.com,30,HS-grad,Never-married,Female,<=50k
2727,MarilynRayl@gmail.com,33,Some-college,Divorced,Female,<=50k
2728,SandraVasquez@gmail.com,55,Assoc-acdm,Divorced,Female,<=50k
2729,GeorgeRiendeau@gmail.com,39,Bachelors,Married-civ-spouse,Male,>50k
2730,WilliamObrien@gmail.com,33,Bachelors,Never-married,Male,<=50k
2731,DonaldShapiro@gmail.com,34,HS-grad,Married-civ-spouse,Male,<=50k
2732,BrianDebruyn@gmail.com,59,Masters,Married-civ-spouse,Male,>50k
2733,GeorgiaMartin@gmail.com,32,Some-college,Separated,Female,<=50k
2734,NellieWooldridge@gmail.com,62,HS-grad,Divorced,Female,<=50k
2735,MichaelVolkman@gmail.com,21,HS-grad,Never-married,Male,<=50k
2736,WilliamVercher@gmail.com,57,Bachelors,Married-civ-spouse,Male,>50k
2737,WillieMendoza@gmail.com,19,Some-college,Never-married,Male,<=50k
2738,BenFritts@gmail.com,38,Assoc-acdm,Married-civ-spouse,Male,>50k
2739,EdwardAllman@gmail.com,38,Bachelors,Never-married,Male,<=50k
2740,JanetMurphy@gmail.com,20,HS-grad,Never-married,Female,<=50k
2741,HannahNebel@gmail.com,24,Bachelors,Never-married,Female,<=50k
2742,LindaMueller@gmail.com,39,Masters,Divorced,Female,>50k
2743,DavidJohnson@gmail.com,24,HS-grad,Never-married,Male,<=50k
2744,MarianSmith@gmail.com,28,Bachelors,Married-civ-spouse,Female,<=50k
2745,ValerieShively@gmail.com,51,11th,Divorced,Female,<=50k
2746,MelissaKennedy@gmail.com,27,HS-grad,Divorced,Female,<=50k
2747,KennethBanuelos@gmail.com,38,Bachelors,Married-civ-spouse,Male,<=50k
2748,JoannaHenry@gmail.com,24,HS-grad,Never-married,Female,<=50k
2749,DerekBegin@gmail.com,42,HS-grad,Married-civ-spouse,Male,>50k
2750,JacobGoodrich@gmail.com,53,Some-college,Married-civ-spouse,Male,>50k
2751,BrandiPeterson@gmail.com,35,HS-grad,Married-spouse-absent,Female,<=50k
2752,JeannettaPardo@gmail.com,37,Assoc-acdm,Divorced,Female,<=50k
2753,ElaineArnold@gmail.com,45,Assoc-acdm,Separated,Female,>50k
2754,DavidMary@gmail.com,27,11th,Never-married,Male,<=50k
2755,EvaAnderson@gmail.com,34,HS-grad,Divorced,Female,<=50k
2756,LoriCorreia@gmail.com,24,HS-grad,Divorced,Female,<=50k
2757,RichardLarzazs@gmail.com,69,Some-college,Married-civ-spouse,Male,>50k
2758,ElsieMckinney@gmail.com,47,HS-grad,Divorced,Female,<=50k
2759,EdmundGroh@gmail.com,19,Some-college,Never-married,Male,<=50k
2761,FrankieIvory@gmail.com,30,Some-college,Never-married,Male,<=50k
2762,SarahMercier@gmail.com,71,Assoc-voc,Widowed,Female,>50k
2763,AaronWhitrock@gmail.com,53,HS-grad,Married-civ-spouse,Male,<=50k
2764,MaryPidro@gmail.com,22,HS-grad,Never-married,Female,<=50k
2765,MichaelCapps@gmail.com,47,Some-college,Never-married,Male,>50k
2766,ScottWood@gmail.com,28,Bachelors,Married-civ-spouse,Male,>50k
2767,MinnieGunter@gmail.com,25,Some-college,Divorced,Female,<=50k
2768,VirginiaWilliams@gmail.com,38,Assoc-voc,Married-civ-spouse,Female,>50k
2769,JosephLarkin@gmail.com,33,HS-grad,Never-married,Male,<=50k
2770,MarkWaiters@gmail.com,41,11th,Married-civ-spouse,Male,<=50k
2771,PaulDiez@gmail.com,19,12th,Never-married,Male,<=50k
2772,AngelicaWallander@gmail.com,41,7th-8th,Never-married,Female,<=50k
2773,MichaelSparks@gmail.com,20,HS-grad,Never-married,Male,<=50k
2776,RodneySierra@gmail.com,53,Bachelors,Married-civ-spouse,Male,>50k
2777,LucilleBailey@gmail.com,67,HS-grad,Widowed,Female,<=50k
2779,CharleneMontana@gmail.com,55,Masters,Divorced,Female,<=50k
2780,TroyGoff@gmail.com,39,HS-grad,Married-civ-spouse,Male,<=50k
2781,MarcoBlair@gmail.com,36,Bachelors,Married-civ-spouse,Male,<=50k
2782,PaulLong@gmail.com,37,Masters,Never-married,Male,<=50k
2783,MitchellBrooks@gmail.com,36,Bachelors,Married-civ-spouse,Male,>50k
2784,WmWalker@gmail.com,32,Bachelors,Never-married,Male,<=50k
2785,MildredBenner@gmail.com,20,Some-college,Never-married,Female,<=50k
2786,LawrenceTwyman@gmail.com,31,1st-4th,Married-civ-spouse,Male,<=50k
2787,AlfredoEwald@gmail.com,47,Some-college,Never-married,Male,>50k
2788,ChadTyre@gmail.com,25,HS-grad,Divorced,Male,<=50k
2789,RobertRomero@gmail.com,24,HS-grad,Divorced,Male,<=50k
2790,CraigReisner@gmail.com,33,Some-college,Married-civ-spouse,Male,<=50k
2791,NancyQuon@gmail.com,45,Some-college,Never-married,Female,<=50k
2792,ReneeKilian@gmail.com,28,10th,Married-AF-spouse,Female,<=50k
2793,ViolaMccarthy@gmail.com,36,Some-college,Divorced,Female,<=50k
2794,MichealLove@gmail.com,55,HS-grad,Married-civ-spouse,Male,>50k
2795,RaymondPowell@gmail.com,51,Some-college,Married-civ-spouse,Male,<=50k
2796,LarryBurnette@gmail.com,22,HS-grad,Married-civ-spouse,Male,<=50k
2798,JamesStrong@gmail.com,37,HS-grad,Married-civ-spouse,Male,>50k
2799,LloydMorrison@gmail.com,23,Some-college,Never-married,Male,<=50k
2800,KimberlySmith@gmail.com,61,HS-grad,Widowed,Female,<=50k
2801,RileyGallahan@gmail.com,46,Bachelors,Married-civ-spouse,Male,<=50k
2802,StephenWilliams@gmail.com,35,Some-college,Married-civ-spouse,Male,<=50k
2803,BrendaHarritt@gmail.com,24,11th,Never-married,Female,<=50k
2805,WarrenMyers@gmail.com,33,Bachelors,Separated,Male,<=50k
2806,TiffanieSkinner@gmail.com,60,HS-grad,Widowed,Female,<=50k
2807,WalterBarker@gmail.com,36,HS-grad,Married-civ-spouse,Male,>50k
2809,JamesWilson@gmail.com,48,Some-college,Married-civ-spouse,Male,>50k
2810,BillieNelson@gmail.com,43,HS-grad,Divorced,Female,<=50k
2811,MariaHubertus@gmail.com,53,HS-grad,Divorced,Female,<=50k
2812,MikeRichter@gmail.com,31,Assoc-voc,Married-civ-spouse,Male,>50k
2813,LeticiaHood@gmail.com,26,HS-grad,Never-married,Female,<=50k
2814,LatashaSharp@gmail.com,63,HS-grad,Widowed,Female,<=50k
2815,JamesSwanner@gmail.com,51,Some-college,Married-civ-spouse,Male,>50k
2816,LonRojo@gmail.com,41,HS-grad,Married-civ-spouse,Male,<=50k
2817,DonaldHenderson@gmail.com,71,Some-college,Widowed,Male,<=50k
2818,ErnestColburn@gmail.com,39,Bachelors,Married-civ-spouse,Male,>50k
2819,MichaelFrank@gmail.com,23,Some-college,Married-civ-spouse,Male,<=50k
2820,LeonCampbell@gmail.com,35,HS-grad,Never-married,Male,<=50k
2821,BradBowman@gmail.com,18,12th,Never-married,Male,<=50k
2822,RodneyAllen@gmail.com,44,Some-college,Married-civ-spouse,Male,>50k
2823,MariaKincaid@gmail.com,19,Some-college,Never-married,Female,<=50k
2824,DanielWilliams@gmail.com,28,HS-grad,Never-married,Male,<=50k
2825,CharlesMiller@gmail.com,41,Bachelors,Married-civ-spouse,Male,>50k
2826,ManuelTaylor@gmail.com,52,HS-grad,Married-civ-spouse,Male,>50k
2827,TerrenceCuningham@gmail.com,27,10th,Never-married,Male,<=50k
2828,MichaelPerez@gmail.com,29,Bachelors,Married-civ-spouse,Male,<=50k
2829,StacyGarland@gmail.com,59,Bachelors,Widowed,Female,<=50k
2830,JosephSteinbeck@gmail.com,47,HS-grad,Never-married,Male,<=50k
2831,RobertKlan@gmail.com,27,Masters,Never-married,Male,<=50k
2832,WilliamCarson@gmail.com,31,HS-grad,Divorced,Male,<=50k
2833,GeorgeCaldwell@gmail.com,42,Some-college,Married-civ-spouse,Male,>50k
2834,TanyaWilson@gmail.com,37,11th,Separated,Female,<=50k
2835,PatriceFlores@gmail.com,38,HS-grad,Divorced,Female,<=50k
2836,WilliamHearn@gmail.com,24,HS-grad,Never-married,Male,<=50k
2837,JohnMccosker@gmail.com,29,Masters,Never-married,Male,<=50k
2838,JonathanReeves@gmail.com,47,HS-grad,Married-civ-spouse,Male,<=50k
2839,CarrieHug@gmail.com,26,HS-grad,Married-civ-spouse,Female,<=50k
2840,CharlesAndrews@gmail.com,43,Some-college,Married-civ-spouse,Male,>50k
2841,ReginaldSorensen@gmail.com,31,HS-grad,Married-civ-spouse,Male,<=50k
2842,RichardFreeman@gmail.com,37,HS-grad,Married-civ-spouse,Male,<=50k
2843,WillieMuszynski@gmail.com,41,5th-6th,Married-civ-spouse,Male,<=50k
2844,MichaelLinder@gmail.com,20,Some-college,Never-married,Male,<=50k
2845,DanielleBryant@gmail.com,32,Assoc-voc,Never-married,Female,<=50k
2846,EdwardShockey@gmail.com,38,HS-grad,Married-civ-spouse,Male,<=50k
2847,JohnPosey@gmail.com,39,HS-grad,Married-civ-spouse,Male,<=50k
2849,ChristopherBeebe@gmail.com,27,HS-grad,Married-civ-spouse,Male,<=50k
2850,MichaelHooker@gmail.com,35,Bachelors,Never-married,Male,<=50k
2851,EdmondAguilar@gmail.com,40,Bachelors,Married-civ-spouse,Male,>50k
2852,FredCarone@gmail.com,28,Some-college,Widowed,Male,<=50k
2853,BettyHarlow@gmail.com,25,HS-grad,Never-married,Female,<=50k
2854,MichaelSmith@gmail.com,29,HS-grad,Married-civ-spouse,Male,<=50k
2855,CarlWhitmore@gmail.com,50,Assoc-voc,Never-married,Male,<=50k
2856,BrianMyers@gmail.com,42,HS-grad,Never-married,Male,<=50k
2857,DeniseSwager@gmail.com,47,11th,Divorced,Female,<=50k
2858,JohnMiller@gmail.com,44,HS-grad,Married-civ-spouse,Male,<=50k
2859,SarahCarlin@gmail.com,27,Bachelors,Never-married,Female,<=50k
2860,AnthonyMorton@gmail.com,40,HS-grad,Married-civ-spouse,Male,>50k
2861,RobertHand@gmail.com,25,HS-grad,Married-civ-spouse,Male,<=50k
2862,ReginaldFisher@gmail.com,48,Some-college,Married-civ-spouse,Male,<=50k
2863,MikePreuss@gmail.com,22,Assoc-voc,Never-married,Male,<=50k
2864,RobinMiller@gmail.com,40,Some-college,Divorced,Male,<=50k
2865,WilliamFoy@gmail.com,46,HS-grad,Separated,Male,<=50k
2866,NancyRosemond@gmail.com,25,Some-college,Separated,Female,<=50k
2867,RoyFowler@gmail.com,17,11th,Never-married,Male,<=50k
2868,MaryRodriguez@gmail.com,61,HS-grad,Widowed,Female,<=50k
2869,CarolynBurbach@gmail.com,23,Bachelors,Never-married,Female,<=50k
2870,WilliamRandolph@gmail.com,30,HS-grad,Married-civ-spouse,Male,>50k
2871,PamelaWeaver@gmail.com,46,Bachelors,Never-married,Female,>50k
2872,StewartTrafton@gmail.com,37,7th-8th,Married-civ-spouse,Male,<=50k
2873,GeorgeHanna@gmail.com,31,Bachelors,Never-married,Male,<=50k
2874,HaroldMarinelli@gmail.com,27,Some-college,Never-married,Male,<=50k
2875,RubyMartin@gmail.com,36,HS-grad,Married-civ-spouse,Female,<=50k
2876,BillChavez@gmail.com,45,HS-grad,Married-civ-spouse,Male,>50k
2877,AntonioEpstein@gmail.com,22,HS-grad,Never-married,Male,<=50k
2878,JasonLair@gmail.com,34,HS-grad,Married-civ-spouse,Male,>50k
2879,ErikaWilliams@gmail.com,70,10th,Widowed,Female,<=50k
2880,DavidKauffman@gmail.com,45,Bachelors,Married-civ-spouse,Male,>50k
2881,JohnLemieux@gmail.com,23,10th,Married-civ-spouse,Male,<=50k
2882,ChristineStaples@gmail.com,22,Some-college,Never-married,Female,<=50k
2883,DonaldLewandowski@gmail.com,47,Some-college,Married-civ-spouse,Male,<=50k
2884,IsmaelNicolas@gmail.com,29,5th-6th,Never-married,Male,<=50k
2886,TravisCastillo@gmail.com,33,Some-college,Separated,Male,<=50k
2887,CarolBixby@gmail.com,23,HS-grad,Never-married,Female,<=50k
2888,WilliamKobashigawa@gmail.com,19,HS-grad,Never-married,Male,<=50k
2889,MikeIozzi@gmail.com,58,HS-grad,Married-civ-spouse,Male,>50k
2890,LesterShyne@gmail.com,55,Bachelors,Married-civ-spouse,Male,>50k
2891,DeniseLara@gmail.com,23,Some-college,Never-married,Female,<=50k
2892,LindseyDavis@gmail.com,53,HS-grad,Married-civ-spouse,Female,>50k
2893,BrianWall@gmail.com,24,12th,Never-married,Male,<=50k
2894,ThomasBoyd@gmail.com,43,Assoc-voc,Married-civ-spouse,Male,>50k
2895,SandyPitre@gmail.com,20,Some-college,Never-married,Female,<=50k
2896,LorraineRosboril@gmail.com,22,Assoc-acdm,Never-married,Female,<=50k
2897,MelvinLavigne@gmail.com,48,Some-college,Married-civ-spouse,Male,<=50k
2898,MaryStanfill@gmail.com,45,11th,Never-married,Female,<=50k
2899,JeremyHayes@gmail.com,33,HS-grad,Married-civ-spouse,Male,<=50k
2900,DamionHernandez@gmail.com,32,HS-grad,Never-married,Male,<=50k
2901,LisaBice@gmail.com,44,Masters,Never-married,Female,>50k
2903,BruceHackett@gmail.com,42,Bachelors,Married-civ-spouse,Male,>50k
2904,EricLyons@gmail.com,35,HS-grad,Married-civ-spouse,Male,<=50k
2905,GenevieveEstrada@gmail.com,62,Doctorate,Widowed,Female,>50k
2906,IreneKissell@gmail.com,46,Masters,Married-civ-spouse,Female,>50k
2907,DwayneCampos@gmail.com,44,Assoc-acdm,Divorced,Male,>50k
2908,MichaelCapo@gmail.com,28,Some-college,Married-civ-spouse,Male,<=50k
2909,KathrynCastellanos@gmail.com,38,Assoc-acdm,Divorced,Female,<=50k
2910,MarvinFischer@gmail.com,59,10th,Married-civ-spouse,Male,<=50k
2911,JonathanCarter@gmail.com,37,Some-college,Divorced,Male,<=50k
2912,MichaelStarks@gmail.com,59,Assoc-voc,Married-civ-spouse,Male,>50k
2913,JohnDuenes@gmail.com,55,Some-college,Divorced,Male,<=50k
2914,GeorgeTaylor@gmail.com,40,HS-grad,Never-married,Male,>50k
2915,KarenMorganfield@gmail.com,22,Some-college,Never-married,Female,<=50k
2916,GaryWilliams@gmail.com,35,Bachelors,Married-civ-spouse,Male,>50k
2917,JohnGrear@gmail.com,42,Assoc-voc,Married-civ-spouse,Male,<=50k
2918,DeborahSummerlin@gmail.com,45,Masters,Divorced,Female,<=50k
2919,LarryBorda@gmail.com,48,10th,Never-married,Male,<=50k
2921,NoraBell@gmail.com,21,Some-college,Never-married,Female,<=50k
2922,WilliamJackson@gmail.com,31,Bachelors,Married-civ-spouse,Male,>50k
2923,EmmaThibodeau@gmail.com,65,Bachelors,Divorced,Female,<=50k
2924,MorganJohnson@gmail.com,46,HS-grad,Married-spouse-absent,Male,>50k
2925,FedericoWilliams@gmail.com,18,11th,Never-married,Male,<=50k
2926,FaithAllen@gmail.com,65,Masters,Married-spouse-absent,Female,<=50k
2927,AddieSweet@gmail.com,18,Some-college,Never-married,Female,<=50k
2928,JenniferBrisco@gmail.com,35,Some-college,Never-married,Female,<=50k
2929,StevenWatson@gmail.com,53,Prof-school,Married-civ-spouse,Male,>50k
2930,HollyChavez@gmail.com,34,Some-college,Married-civ-spouse,Female,>50k
2931,CarmenBeard@gmail.com,33,10th,Never-married,Female,<=50k
2932,JackieAyers@gmail.com,28,Assoc-voc,Married-civ-spouse,Male,<=50k
2933,RussellGriffin@gmail.com,43,HS-grad,Married-civ-spouse,Male,<=50k
2934,LisaPousson@gmail.com,52,Assoc-voc,Widowed,Female,<=50k
2935,GeorgePlatt@gmail.com,49,HS-grad,Divorced,Male,<=50k
2936,MagdalenaElias@gmail.com,21,Some-college,Never-married,Female,<=50k
2937,RobertKaufman@gmail.com,61,HS-grad,Married-civ-spouse,Male,<=50k
2938,BrianMccoy@gmail.com,54,9th,Divorced,Male,<=50k
2939,JeffreyFuller@gmail.com,45,7th-8th,Never-married,Male,<=50k
2940,BarryFrison@gmail.com,24,Bachelors,Never-married,Male,<=50k
2941,ManuelHawkins@gmail.com,26,HS-grad,Never-married,Male,<=50k
2942,HelenLopez@gmail.com,40,Assoc-voc,Never-married,Female,<=50k
2943,AlexanderGodfrey@gmail.com,48,Bachelors,Separated,Male,>50k
2944,JustinSemaan@gmail.com,40,Some-college,Married-civ-spouse,Male,>50k
2945,JesseDenny@gmail.com,34,Bachelors,Married-civ-spouse,Male,>50k
2946,EricMartinez@gmail.com,29,Masters,Never-married,Male,<=50k
2947,AnthonyJohnson@gmail.com,25,11th,Married-civ-spouse,Male,>50k
2948,JodyMartin@gmail.com,65,HS-grad,Widowed,Female,<=50k
2949,DeanWilson@gmail.com,58,HS-grad,Married-civ-spouse,Male,<=50k
2950,DawnLaforce@gmail.com,47,Doctorate,Divorced,Female,<=50k
2951,AntonioTan@gmail.com,56,Bachelors,Married-civ-spouse,Male,>50k
2952,IolaYoung@gmail.com,26,HS-grad,Divorced,Female,<=50k
2953,JohnnyHarris@gmail.com,45,Masters,Married-civ-spouse,Male,>50k
2954,AllenCochran@gmail.com,37,HS-grad,Married-civ-spouse,Male,<=50k
2956,KimberlySchertz@gmail.com,56,HS-grad,Divorced,Female,<=50k
2957,FranklinGullatte@gmail.com,19,HS-grad,Never-married,Male,<=50k
2958,ArthurSnodgrass@gmail.com,37,Assoc-voc,Never-married,Male,<=50k
2959,EmmaJenkins@gmail.com,19,Some-college,Never-married,Female,<=50k
2960,ChristopherMajor@gmail.com,24,Masters,Never-married,Male,<=50k
2961,CarolArmstrong@gmail.com,36,Some-college,Married-civ-spouse,Female,>50k
2962,JackieHorn@gmail.com,26,Bachelors,Never-married,Female,<=50k
2963,EdwardMiller@gmail.com,57,Some-college,Married-civ-spouse,Male,<=50k
2964,FrederickOrtiz@gmail.com,49,HS-grad,Married-civ-spouse,Male,<=50k
2966,GregoryWentworth@gmail.com,40,Some-college,Married-civ-spouse,Male,>50k
2967,GaryNichols@gmail.com,59,HS-grad,Married-civ-spouse,Male,>50k
2968,DeborahMoneyhun@gmail.com,36,HS-grad,Divorced,Female,<=50k
2969,RafaelGarrick@gmail.com,31,Assoc-acdm,Married-civ-spouse,Male,<=50k
2970,CharlesBrown@gmail.com,42,7th-8th,Married-civ-spouse,Male,<=50k
2971,SuzanneGuinn@gmail.com,29,9th,Never-married,Female,<=50k
2972,MaxHolland@gmail.com,35,Masters,Married-civ-spouse,Male,>50k
2973,ChadHanline@gmail.com,18,HS-grad,Never-married,Male,<=50k
2974,DonaldHylton@gmail.com,27,9th,Married-civ-spouse,Male,<=50k
2975,DemarcusCooper@gmail.com,55,HS-grad,Married-civ-spouse,Male,>50k
2976,KennethWilliams@gmail.com,52,HS-grad,Married-civ-spouse,Male,>50k
2977,DiedraHamilton@gmail.com,51,HS-grad,Divorced,Female,<=50k
2978,TinaThomas@gmail.com,41,Masters,Divorced,Female,>50k
